text
"In an alternate universe, Nikesh was the older brother I never had. 

He’s the best and I love him. ❤️❤️

And he’s a killer CEO."
"We need every electron we can find if we are to achieve our goals in AI, manufacturing, transportation and everything in between. 

We’re at a deficit on the power generation front to meet internal demand and vis a vis other countries and what they offer companies to locate within their borders. 

Bottom line is we both need to go faster but also keep existing projects in flight. 

More Nat Gas, more coal, more solar, more wind. If projects falls off the funding curve (ie we muck around with ITC credits or credit transferability markets), we won’t have the electricity to meet demand. 

That can be resolved with brownouts and/or price increases but neither are particularly winning strategies."
"My current best view:

Trump lets tariff reactions play out for a few weeks. Sees the trend of capitulations and is emboldened to keep going. He fields offers from everyone. Negotiates with no one. 

Then brings everyone to MaL in a month or two and puts an offer on the table: Bretton Woods 2.0. It’s simpler and more effective to have one Grand Bargain than negotiate piecemeal with 80 countries+. 

I am focused on figuring out what terms matter most for the MaL Accords. I have a few in mind which are obvious and would kingmake the US. 

I don’t buy this whole “end of US hegemony”. This is the moment to go for the jugular and establish world order around America."
"Trump needs to hold the line. 

Volatility aside - which matters to traders more than it should matter to long term investors - the tariff gambit is working."
"Excellent essay. 

Pushing AGI is clearly the right fundraising posture but the economic reality of companies using LLMs is more difficult and incremental."
An important part of the financial world to pay attention to: corporate default risk.
"A strategy in two images:

1. To establish an enduring democracy in America requires limiting the influence of the bureaucracy and globalist deep state. It needs the government and the economy to be firmly in the hands of the people. 

2. To manage the relationships with foreign governments, the fastest way to effect change abroad is to directly and immediately influence the revenues they generate from us. 

We embarked on both of these strategies this week. No doubt there will be more volatility ahead.

But the potential for a realignment of the world order is now possible. The result can be a strengthened bottoms-up democracy and an American economy that benefits the many, over the few. 

🇺🇸 🇺🇸 🇺🇸"
"This is your daily reminder that we are only a few days into tariffs.

There is an enormous opportunity here to write Bretton Woods 2.0 - The Mar-a-Lago Accords. 

Time favors Trump. The longer he takes, the more he will get."
🥰🥰🥰 https://t.co/Drwll4s7xN
"Make America Dress Well Again!

(Armani Privé + Loro Piana) https://t.co/uHL1YVa7mq"
"Overheard:

“Personally, I think stopping the stupid consumerism of cheap goods from China etc is net beneficial to our society. The low price of clothes to us and fast fashion from Shein etc is net negative to society and the environment and is a total waste.”"
"Keep calm. Carry on. 

This may be a good moment to let everyone know that I control one of (if not the) largest rare earth supplies outside of China. At full capacity it can be 25% of what the world needs. All located within countries allied with the US and the US itself.  

🇺🇸 🇺🇸 🇺🇸"
"Impose a 1000% tariff on sweatpants, dad shoes, fanny packs and stupid haircuts. 

Make America Dress Well Again. https://t.co/1kJPYZCFW4"
"In an alternate universe, Nikesh was the older brother I never had. 

He’s the best and I love him. ❤️❤️

And he’s a killer CEO."
"We need every electron we can find if we are to achieve our goals in AI, manufacturing, transportation and everything in between. 

We’re at a deficit on the power generation front to meet internal demand and vis a vis other countries and what they offer companies to locate within their borders. 

Bottom line is we both need to go faster but also keep existing projects in flight. 

More Nat Gas, more coal, more solar, more wind. If projects falls off the funding curve (ie we muck around with ITC credits or credit transferability markets), we won’t have the electricity to meet demand. 

That can be resolved with brownouts and/or price increases but neither are particularly winning strategies."
"My current best view:

Trump lets tariff reactions play out for a few weeks. Sees the trend of capitulations and is emboldened to keep going. He fields offers from everyone. Negotiates with no one. 

Then brings everyone to MaL in a month or two and puts an offer on the table: Bretton Woods 2.0. It’s simpler and more effective to have one Grand Bargain than negotiate piecemeal with 80 countries+. 

I am focused on figuring out what terms matter most for the MaL Accords. I have a few in mind which are obvious and would kingmake the US. 

I don’t buy this whole “end of US hegemony”. This is the moment to go for the jugular and establish world order around America."
"Trump needs to hold the line. 

Volatility aside - which matters to traders more than it should matter to long term investors - the tariff gambit is working."
"Excellent essay. 

Pushing AGI is clearly the right fundraising posture but the economic reality of companies using LLMs is more difficult and incremental."
An important part of the financial world to pay attention to: corporate default risk.
