text
"In @nytopinion 

“I find no comfort in the Trump administration’s embrace of my people,” writes Wesleyan’s first Jewish president, Michael Roth. “Jew hatred is real, but today’s anti-antisemitism isn’t a legitimate effort to fight it.” https://t.co/evpJcRMRzl"
"From @TheAthletic: College athletes are about to get paid directly by their universities. That’s if a California judge approves a landmark, multi-billion-dollar settlement that could set up a new revenue-sharing era for athletes. https://t.co/RevguLRe1T"
"President Trump said the U.S. would hold “direct” talks with Iran with on Saturday to discuss a new nuclear deal. He pulled out of the last accord in 2018, and negotiators from the two nations have not met face-to-face in a decade. https://t.co/GxyjDFA0Co"
"In @nytopinion 

“Federal law enforcement under Trump is engaged in dangerous political theater,” writes the former ICE chief of staff Jason Houser, pointing to arrests of non-citizen students, workers and parents made to score political points. https://t.co/vGh7zrAiZ8"
Breaking News: Chief Justice John Roberts temporarily blocked a judge’s order directing the U.S. to return a Salvadoran immigrant it had wrongly deported. https://t.co/wJxS6vdxKL
"From @TheAthletic: Sam Menzin, a Tigers assistant general manager, resigned shortly before the team planned to fire him for improper workplace conduct. Two women who worked for the Tigers said that Menzin sent them photos of his genitals via Snapchat. https://t.co/SO6I8MBdf9"
From @TheAthletic: President Trump welcomed the Los Angeles Dodgers to the White House on Monday in a packed East Room with a live band performing “We Are The Champions.” https://t.co/C8LmPdSFVG
From @TheAthletic: Duke had one of the most catastrophic collapses in NCAA Tournament history. The play-by-play reads more graphic than some of Stephen King’s horror novels. https://t.co/snT8zwcAQQ
Breaking News: President Trump threatened China with additional tariffs of 50% starting Wednesday if it did not rescind its retaliatory tariffs. Here’s the latest. https://t.co/vgRk5WhTlm
Breaking News: The Trump administration asked the Supreme Court to block a judge’s order to return a wrongly deported Salvadoran immigrant to the U.S. https://t.co/tBDvdgg3q3
"From @TheAthleticFC: ""Complaining about the quality of Manchester United’s 0-0 draw with Manchester City feels almost pointless. What did we expect?"" 

The Manchester derby was symptomatic of the Premier League season so far, our columnist writes. https://t.co/rLo41CUJ5A"
"From @TheAthletic: How do our experts see the men's national championship playing out with Duke out of the picture?

It comes down to which superpower you believe in more: Walter Clayton Jr.’s shot-making or Houston’s shot-denying.
https://t.co/jtdHL5i7vY"
From @TheAthletic: Toronto Blue Jays first baseman Vladimir Guerrero Jr. signed a $500 million extension on Sunday. The massive new deal will have ripple effects throughout Major League Baseball. https://t.co/bv4RSE8BDk
"From @TheAthletic: In her final game with UConn, Paige Bueckers became a national champion — in the presence of Huskies icons such as Maya Moore and Diana Taurasi, Sue Bird and Breanna Stewart. But she didn't need that to cement her legacy. https://t.co/fym70Xet2J"
"Breaking News: The S&amp;P 500 fell 4%, entering bear market territory, as President Trump doubled down on his trade war, raising fears of a global downturn. Follow live updates. https://t.co/0wzPC9keED"
"In @nytopinion

“The best arguments for due process transcend self-interest,” our columnist David French writes. “They appeal directly to the idea that each of us is made in the image of God — that each of us is endowed with unalienable rights.” https://t.co/82i5xvOnd7"
"Breaking News: Markets in Europe plunged, and U.S. shares were poised to fall as President Trump doubled down on tariffs. Stocks in Asia were down sharply. 

Follow live updates. https://t.co/j8iKRFyyjb"
"In @nytopinion 

“Three months into the second Trump administration, it is vividly clear that many of the Americans refusing to back down or stay silent are ordinary people,” writes Mara Gay, a member of the Times editorial board. https://t.co/64l6V4km9M"
"Breaking News From @TheAthletic: UConn defeated South Carolina, 82-59, to win its 12th national championship in women’s basketball and first since 2016. https://t.co/woravYiwBn"
"RT @TheAthletic: THE GREAT EIGHT PASSES THE GREAT ONE 💥

Move over, Wayne Gretzky. Alex Ovechkin stands alone atop the NHL's all-time goal…"
"In @nytopinion 

“I find no comfort in the Trump administration’s embrace of my people,” writes Wesleyan’s first Jewish president, Michael Roth. “Jew hatred is real, but today’s anti-antisemitism isn’t a legitimate effort to fight it.” https://t.co/evpJcRMRzl"
